TweetsAgo,Target,User,Date,Positive,Neutral,Negative,Compound,Text
64,CBSNews,CBS News,2017-12-01 11:24:00+00:00,0.0,1.0,0.0,0.0,"RT @CBSThisMorning: COMING UP ON @CBSTHISMORNING:
🔜@JohnDickerson joins us in Studio 57
🔜@petervansant discusses the upcoming @48hours epis…"
63,CBSNews,CBS News,2017-12-01 11:25:02+00:00,0.148,0.852,0.0,0.5106,"Japan's much admired Emperor Akihito will abdicate the throne in 2019, the first such departure in about 200 years:… https://t.co/UM3d1qcwQ7"
62,CBSNews,CBS News,2017-12-01 11:35:01+00:00,0.185,0.815,0.0,0.3612,".@MoRocca catches up with comedy legend Carol Burnett, ahead on @CBSThisMorning. https://t.co/npKgZeYuNz"
61,CBSNews,CBS News,2017-12-01 11:40:01+00:00,0.037,0.491,0.472,-0.9451,Japanese court convicts former U.S. Marine of murder and rape charges in death of Okinawa woman and sentences him t… https://t.co/etKZvS39vE
60,CBSNews,CBS News,2017-12-01 11:45:01+00:00,0.0,1.0,0.0,0.0,White House chief of staff John Kelly recently signed off on a plan to show U.S. Secretary of State Rex Tillerson t… https://t.co/i3oY6Lw6ut
59,CBSNews,CBS News,2017-12-01 12:00:02+00:00,0.0,0.766,0.234,-0.5994,"The looming departure of Secretary of State Rex Tillerson and the threat from North Korea are ""destabilizing,""… https://t.co/BXfTBIcKx6"
58,CBSNews,CBS News,2017-12-01 12:05:40+00:00,0.134,0.63,0.235,-0.34,Senate Republicans are scrambling to save their tax bill after it hit a stumbling block over deficit concerns.… https://t.co/k28tQPgUHd
57,CBSNews,CBS News,2017-12-01 12:08:48+00:00,0.0,1.0,0.0,0.0,Stocks hit an all-time high as the Senate debated the Republican tax bill. The Dow Jones Industrial Average closed… https://t.co/xo1gXSVFJT
56,CBSNews,CBS News,2017-12-01 12:09:50+00:00,0.254,0.682,0.064,0.6124,President Trump may be ready to shake up his national security team. CBS News confirms top White House aides have s… https://t.co/o13X6JBWGI
55,CBSNews,CBS News,2017-12-01 12:11:15+00:00,0.154,0.679,0.167,-0.0772,"President Trump calls it ""a travesty of justice"" that a San Francisco jury found a five-times-deported Mexican man… https://t.co/rOPBtIK6PE"
54,CBSNews,CBS News,2017-12-01 12:15:50+00:00,0.0,1.0,0.0,0.0,CBS News has learned the Manhattan DA’s office informed people involved in the case that they are not looking to mo… https://t.co/VTzMhOcy1h
53,CBSNews,CBS News,2017-12-01 12:16:38+00:00,0.0,1.0,0.0,0.0,"""Def Jam"" producer Russell Simmons is stepping down from the companies he founded after a second allegation of sexu… https://t.co/572aRHey3t"
52,CBSNews,CBS News,2017-12-01 12:20:02+00:00,0.059,0.802,0.139,-0.3612,Russia mulls blocking U.S. media from Moscow lawmakers in retaliation for withdrawal of a Kremlin-funded TV station… https://t.co/WjryFTXAdf
51,CBSNews,CBS News,2017-12-01 12:20:05+00:00,0.107,0.769,0.124,-0.0772,A former NBC top executive disputes a report that managers knew about Matt Lauer’s sexual misconduct:… https://t.co/NGDp6GituG
50,CBSNews,CBS News,2017-12-01 12:22:15+00:00,0.078,0.55,0.372,-0.7506,The longest-serving current member of Congress faces growing pressure to resign over sexual harassment claims:… https://t.co/PrOvuu9PIS
49,CBSNews,CBS News,2017-12-01 12:26:21+00:00,0.0,1.0,0.0,0.0,"It’s rare for the Northeast to be rattled by an earthquake, but it happened on Thursday. @LonnieQuinnTV joins… https://t.co/nCo9jwF1cf"
48,CBSNews,CBS News,2017-12-01 12:34:10+00:00,0.0,0.905,0.095,-0.2263,Police along the East Coast are still searching for a Florida teenager who disappeared with a high school soccer co… https://t.co/AzoVshyddY
47,CBSNews,CBS News,2017-12-01 12:37:54+00:00,0.163,0.739,0.097,0.4019,"Women in Saudi Arabia are fighting for their freedom, and beginning to get it. @HollyMAWilliams has been on the gro… https://t.co/nBEes4j0go"
46,CBSNews,CBS News,2017-12-01 12:40:01+00:00,0.0,0.757,0.243,-0.7269,An inferno that destroyed or damaged nearly two dozen buildings in upstate New York was sparked by a man who appare… https://t.co/08kTEX31Mg
45,CBSNews,CBS News,2017-12-01 12:41:51+00:00,0.0,1.0,0.0,0.0,"@Jerickaduncan MORE: Paz de la Huerta's lawyer responded to the new reporting, telling CBS News the DA's office has… https://t.co/DwxlqGZp9Q"
44,CBSNews,CBS News,2017-12-01 12:44:24+00:00,0.13,0.87,0.0,0.4588,"The new royal couple is already on the job, just days after revealing their engagement. Prince Harry and his Americ… https://t.co/wDuqdJkBhZ"
43,CBSNews,CBS News,2017-12-01 12:51:43+00:00,0.0,1.0,0.0,0.0,RT @CBSThisMorning: WATCH: Here's 3 things you should know this morning: https://t.co/2KhKXSFeLB
42,CBSNews,CBS News,2017-12-01 13:00:02+00:00,0.0,1.0,0.0,0.0,"The family of a Florida runaway says they ""wonder"" if the teen was leading a secret life: https://t.co/9ENakM5MTS https://t.co/nfG5yqiY0g"
41,CBSNews,CBS News,2017-12-01 13:05:07+00:00,0.085,0.915,0.0,0.2382,"Senate Republicans hope to hold a final vote on Friday on their tax overhaul, but they will have to overcome GOP co… https://t.co/igvZ82v6Ym"
40,CBSNews,CBS News,2017-12-01 13:06:17+00:00,0.0,1.0,0.0,0.0,CBS News chief Washington correspondent and @FaceTheNation  anchor @johndickerson joins @CBSThisMorning to discuss… https://t.co/oycLmPGZWa
39,CBSNews,CBS News,2017-12-01 13:11:44+00:00,0.0,1.0,0.0,0.0,“One of the extraordinary things about what’s happening right now is that they’re flying the plane while they’re tr… https://t.co/PqtGsZZoZK
38,CBSNews,CBS News,2017-12-01 13:15:34+00:00,0.0,1.0,0.0,0.0,"“If there’s going to be a change, it probably needs to happen soon because real things are happening,”… https://t.co/Jfx6VyAkaF"
37,CBSNews,CBS News,2017-12-01 13:18:59+00:00,0.115,0.885,0.0,0.296,Sources tell CBS News U.S. diplomatic posts in Muslim-majority countries are on alert this morning. @margbrennan re… https://t.co/31l4FPLdIY
36,CBSNews,CBS News,2017-12-01 13:20:01+00:00,0.0,0.684,0.316,-0.8126,There are conflicting reports over the status of Paz de la Huerta's rape case against Harvey Weinstein:… https://t.co/tJCzEdISHX
35,CBSNews,CBS News,2017-12-01 13:25:21+00:00,0.0,0.672,0.328,-0.8316,A psychiatrist is arrested -- did she try to brainwash her cousin to kill? @48Hours has the story:… https://t.co/tE6kBAsZph
34,CBSNews,CBS News,2017-12-01 13:27:49+00:00,0.0,1.0,0.0,0.0,"In 2016, @theashleygraham became the first so-called ""plus-size model"" on the cover of Sports Illustrated's swimsui… https://t.co/mst5YHvsVJ"
33,CBSNews,CBS News,2017-12-01 13:36:16+00:00,0.0,0.87,0.13,-0.4019,A new congressional report finds the Republican tax plan would add $1 trillion to the budget deficit. @BW editor… https://t.co/ZrMfp22dtQ
32,CBSNews,CBS News,2017-12-01 13:40:02+00:00,0.158,0.842,0.0,0.4588,Report: President Trump has told advisers in recent days that a government shutdown could benefit him politically… https://t.co/MmDCAhF0Sa
31,CBSNews,CBS News,2017-12-01 14:00:03+00:00,0.082,0.918,0.0,0.1531,"President Trump is using what he calls the ""disgraceful verdict"" in the Kate Steinle trial to justify construction… https://t.co/43gcoq1vhk"
30,CBSNews,CBS News,2017-12-01 14:15:02+00:00,0.225,0.775,0.0,0.7269,The opponents in a U.S. Supreme Court Case over an LGBT wedding cake can agree on one thing: It's not about the cak… https://t.co/RbwY2jCpY8
29,CBSNews,CBS News,2017-12-01 14:23:05+00:00,0.115,0.641,0.244,-0.4588,"JUST IN: Michael Flynn will plead guilty to a perjury charge, special counsel Robert Mueller's office announces; pl… https://t.co/IW1zN71ECy"
28,CBSNews,CBS News,2017-12-01 14:25:56+00:00,0.0,0.921,0.079,-0.2023,"MORE: Michael Flynn turned himself in to the FBI Friday morning. He was processed, charged, and is now headed to fe… https://t.co/DwK1CIl3wU"
27,CBSNews,CBS News,2017-12-01 14:29:19+00:00,0.225,0.688,0.087,0.4588,Mike Flynn's attorneys had stopped sharing information with the White House and certain witnesses who were expected… https://t.co/Gvp3XXMg0r
26,CBSNews,CBS News,2017-12-01 14:32:01+00:00,0.0,0.763,0.237,-0.7351,Michael Flynn to plead guilty to lying to FBI; Flynn will appear in a DC federal court for a plea hearing Friday mo… https://t.co/pl2Shvf8va
25,CBSNews,CBS News,2017-12-01 14:40:46+00:00,0.077,0.766,0.157,-0.4404,"""This is an incredible, significant development -- one that I think the White House has been fearing and probably p… https://t.co/HT8FqE3IJS"
24,CBSNews,CBS News,2017-12-01 15:00:40+00:00,0.119,0.881,0.0,0.4019,LOOK: Michael Flynn's plea document submitted to the court by the special counsel; Flynn is expected to appear in c… https://t.co/zctO4cm5hw
23,CBSNews,CBS News,2017-12-01 15:09:22+00:00,0.0,0.851,0.149,-0.4215,"The White House will not be issuing a comment on Michael Flynn’s reported guilty plea, @jaxalemany reports… https://t.co/FoBMS8exIn"
22,CBSNews,CBS News,2017-12-01 15:21:33+00:00,0.0,1.0,0.0,0.0,Michael Flynn is the first Trump administration official — and the fourth connected to the campaign — to be charged… https://t.co/ADWJ27SrfR
21,CBSNews,CBS News,2017-12-01 15:24:57+00:00,0.0,1.0,0.0,0.0,"WATCH: Michael Flynn arrives at federal courthouse in Washington, D.C., ahead of scheduled appearance; Flynn ignore… https://t.co/8lrlQGa9EQ"
20,CBSNews,CBS News,2017-12-01 13:06:17+00:00,0.0,1.0,0.0,0.0,CBS News chief Washington correspondent and @FaceTheNation  anchor @johndickerson joins @CBSThisMorning to discuss… https://t.co/oycLmPGZWa
19,CBSNews,CBS News,2017-12-01 13:11:44+00:00,0.0,1.0,0.0,0.0,“One of the extraordinary things about what’s happening right now is that they’re flying the plane while they’re tr… https://t.co/PqtGsZZoZK
18,CBSNews,CBS News,2017-12-01 13:15:34+00:00,0.0,1.0,0.0,0.0,"“If there’s going to be a change, it probably needs to happen soon because real things are happening,”… https://t.co/Jfx6VyAkaF"
17,CBSNews,CBS News,2017-12-01 13:18:59+00:00,0.115,0.885,0.0,0.296,Sources tell CBS News U.S. diplomatic posts in Muslim-majority countries are on alert this morning. @margbrennan re… https://t.co/31l4FPLdIY
16,CBSNews,CBS News,2017-12-01 13:20:01+00:00,0.0,0.684,0.316,-0.8126,There are conflicting reports over the status of Paz de la Huerta's rape case against Harvey Weinstein:… https://t.co/tJCzEdISHX
15,CBSNews,CBS News,2017-12-01 13:25:21+00:00,0.0,0.672,0.328,-0.8316,A psychiatrist is arrested -- did she try to brainwash her cousin to kill? @48Hours has the story:… https://t.co/tE6kBAsZph
14,CBSNews,CBS News,2017-12-01 13:27:49+00:00,0.0,1.0,0.0,0.0,"In 2016, @theashleygraham became the first so-called ""plus-size model"" on the cover of Sports Illustrated's swimsui… https://t.co/mst5YHvsVJ"
13,CBSNews,CBS News,2017-12-01 13:36:16+00:00,0.0,0.87,0.13,-0.4019,A new congressional report finds the Republican tax plan would add $1 trillion to the budget deficit. @BW editor… https://t.co/ZrMfp22dtQ
12,CBSNews,CBS News,2017-12-01 13:40:02+00:00,0.158,0.842,0.0,0.4588,Report: President Trump has told advisers in recent days that a government shutdown could benefit him politically… https://t.co/MmDCAhF0Sa
11,CBSNews,CBS News,2017-12-01 14:00:03+00:00,0.082,0.918,0.0,0.1531,"President Trump is using what he calls the ""disgraceful verdict"" in the Kate Steinle trial to justify construction… https://t.co/43gcoq1vhk"
10,CBSNews,CBS News,2017-12-01 14:15:02+00:00,0.225,0.775,0.0,0.7269,The opponents in a U.S. Supreme Court Case over an LGBT wedding cake can agree on one thing: It's not about the cak… https://t.co/RbwY2jCpY8
9,CBSNews,CBS News,2017-12-01 14:23:05+00:00,0.115,0.641,0.244,-0.4588,"JUST IN: Michael Flynn will plead guilty to a perjury charge, special counsel Robert Mueller's office announces; pl… https://t.co/IW1zN71ECy"
8,CBSNews,CBS News,2017-12-01 14:25:56+00:00,0.0,0.921,0.079,-0.2023,"MORE: Michael Flynn turned himself in to the FBI Friday morning. He was processed, charged, and is now headed to fe… https://t.co/DwK1CIl3wU"
7,CBSNews,CBS News,2017-12-01 14:29:19+00:00,0.225,0.688,0.087,0.4588,Mike Flynn's attorneys had stopped sharing information with the White House and certain witnesses who were expected… https://t.co/Gvp3XXMg0r
6,CBSNews,CBS News,2017-12-01 14:32:01+00:00,0.0,0.763,0.237,-0.7351,Michael Flynn to plead guilty to lying to FBI; Flynn will appear in a DC federal court for a plea hearing Friday mo… https://t.co/pl2Shvf8va
5,CBSNews,CBS News,2017-12-01 14:40:46+00:00,0.077,0.766,0.157,-0.4404,"""This is an incredible, significant development -- one that I think the White House has been fearing and probably p… https://t.co/HT8FqE3IJS"
4,CBSNews,CBS News,2017-12-01 15:00:40+00:00,0.119,0.881,0.0,0.4019,LOOK: Michael Flynn's plea document submitted to the court by the special counsel; Flynn is expected to appear in c… https://t.co/zctO4cm5hw
3,CBSNews,CBS News,2017-12-01 15:09:22+00:00,0.0,0.851,0.149,-0.4215,"The White House will not be issuing a comment on Michael Flynn’s reported guilty plea, @jaxalemany reports… https://t.co/FoBMS8exIn"
2,CBSNews,CBS News,2017-12-01 15:21:33+00:00,0.0,1.0,0.0,0.0,Michael Flynn is the first Trump administration official — and the fourth connected to the campaign — to be charged… https://t.co/ADWJ27SrfR
1,CBSNews,CBS News,2017-12-01 15:24:57+00:00,0.0,1.0,0.0,0.0,"WATCH: Michael Flynn arrives at federal courthouse in Washington, D.C., ahead of scheduled appearance; Flynn ignore… https://t.co/8lrlQGa9EQ"
100,CNN,CNN,2017-12-01 00:01:04+00:00,0.0,0.788,0.212,-0.5423,"Michigan candidate suggests ending harassment by voting for someone ""who doesn't have a penis""… https://t.co/xSIS1zdQx4"
99,CNN,CNN,2017-12-01 00:10:08+00:00,0.0,0.696,0.304,-0.8519,"After a border agent died in Texas, officials called it murder. But the FBI has yet to prove politicians’ claim of… https://t.co/sBKus6sh0K"
98,CNN,CNN,2017-12-01 00:21:14+00:00,0.115,0.649,0.237,-0.6369,The jury has reached a verdict in the trial of an undocumented immigrant charged with the 2015 killing of a San Fra… https://t.co/RpXoouyCqF
97,CNN,CNN,2017-12-01 00:30:04+00:00,0.0,1.0,0.0,0.0,The one and only visible supermoon of 2017 will be observable to the entire world on December 3. Here's how to see… https://t.co/AWkh68A1F5
96,CNN,CNN,2017-12-01 00:40:04+00:00,0.0,1.0,0.0,0.0,Tax reform is why Republicans have not turned on Trump | Analysis by @GregJKrieg https://t.co/C0JvHH0Gt7 https://t.co/Jq7Hc4hJLX
95,CNN,CNN,2017-12-01 00:50:00+00:00,0.092,0.753,0.155,-0.3753,A jury has found Jose Ines Garcia Zarate not guilty in the July 2015 death of Kate Steinle in San Francisco… https://t.co/F3Jlk2Z2rt
94,CNN,CNN,2017-12-01 01:00:10+00:00,0.19,0.81,0.0,0.6652,Sen. Susan Collins says Senate Republicans will have little choice but to seat Alabama Senate hopeful Roy Moore if… https://t.co/pSLOMjDmJ2
93,CNN,CNN,2017-12-01 01:10:30+00:00,0.0,0.9,0.1,-0.2732,There are two indisputable facts about the tax cut bill Republicans are trying to finesse through the Senate | Anal… https://t.co/swV0Se6FwH
92,CNN,CNN,2017-12-01 01:19:56+00:00,0.105,0.801,0.094,0.0772,"RT @cnnbrk: The Senate will not vote on the Republican tax reform plan tonight, as GOP leaders grapple with how they can satisfy deficit ha…"
91,CNN,CNN,2017-12-01 01:29:03+00:00,0.153,0.744,0.102,0.2732,"The rescue operation to find a missing Argentine submarine has now changed to a search mission, navy spokesman says… https://t.co/k0eUj5myiX"
90,CNN,CNN,2017-12-01 01:40:08+00:00,0.0,1.0,0.0,0.0,This is how the tax bill would affect your household finances https://t.co/vnzNitQ1zJ https://t.co/UiPeagaDO9
89,CNN,CNN,2017-12-01 01:50:05+00:00,0.0,1.0,0.0,0.0,"Following a CNN investigation, the Puerto Rican government has added three deaths to the official toll from Hurrica… https://t.co/V59amWzS0L"
88,CNN,CNN,2017-12-01 02:00:03+00:00,0.072,0.773,0.155,-0.4019,"The Saudi Royal Air Force intercepted and destroyed a ballistic missile launched from Yemen on Thursday, the Saudi… https://t.co/1XoRj46O2J"
87,CNN,CNN,2017-12-01 02:16:21+00:00,0.0,0.893,0.107,-0.2023,FBI Director Christopher Wray meets with lawmakers from the Congressional Black Caucus over a controversial bureau… https://t.co/krxSfX93Ck
86,CNN,CNN,2017-12-01 02:28:45+00:00,0.0,1.0,0.0,0.0,"Footage shows North Korea's Hwasong-15 missile launch earlier this week. ""There are not a lot of countries who coul… https://t.co/KswxZCX1bm"
85,CNN,CNN,2017-12-01 02:40:06+00:00,0.0,1.0,0.0,0.0,Smartphone addiction could be changing your brain https://t.co/4zrRsuBRls https://t.co/BnnULIpIRN
84,CNN,CNN,2017-12-01 02:50:05+00:00,0.077,0.766,0.158,-0.4019,Attorney General Jeff Sessions condemns San Francisco's sanctuary city policy in the wake of a not-guilty verdict i… https://t.co/hVJfHWRikm
83,CNN,CNN,2017-12-01 03:00:06+00:00,0.0,1.0,0.0,0.0,"President Trump will hold a campaign-style rally in Pensacola, Florida, next Friday -- just 25 miles from the Alaba… https://t.co/PigLx2VpVr"
82,CNN,CNN,2017-12-01 03:56:05+00:00,0.0,0.857,0.143,-0.5423,"Kim Jong Nam, the half-brother of North Korea's leader Kim Jong Un, was carrying an antidote to the poison which ki… https://t.co/Ky29ABvJz1"
81,CNN,CNN,2017-12-01 04:08:03+00:00,0.0,1.0,0.0,0.0,"Japan's Emperor Akihito will stand down on April 30, 2019, becoming the first Japanese monarch to abdicate his post… https://t.co/qgxfaaTvOC"
80,CNN,CNN,2017-12-01 04:20:07+00:00,0.083,0.829,0.088,-0.0258,Sen. Elizabeth Warren is demanding answers from Treasury about why Secretary Steven Mnuchin has yet to release an e… https://t.co/vFWvqSn8J2
79,CNN,CNN,2017-12-01 04:27:15+00:00,0.0,1.0,0.0,0.0,"American Airlines is making employees undergo anti-racism training after the NAACP issued a ""travel advisory"" for t… https://t.co/F2b8NBOKc8"
78,CNN,CNN,2017-12-01 04:38:43+00:00,0.0,1.0,0.0,0.0,The Senate Ethics Committee has begun looking into the allegations against Sen. Al Franken https://t.co/7Ju8AgEuWW
77,CNN,CNN,2017-12-01 04:50:30+00:00,0.167,0.833,0.0,0.5267,The Justice Department is expected to release a report detailing the cost of Robert Mueller's investigation into Ru… https://t.co/4rE3hosNwj
76,CNN,CNN,2017-12-01 05:00:44+00:00,0.0,1.0,0.0,0.0,"In Greenland, evidence of climate change is written in ice and stone https://t.co/rm0MjDaGb1 https://t.co/ZzoiYpwXRO"
75,CNN,CNN,2017-12-01 05:08:06+00:00,0.0,1.0,0.0,0.0,British lawmaker tells CNN that the group Trump retweeted is equivalent to the Ku Klux Klan https://t.co/kk6uS9WIPY https://t.co/Oz5zMhiHBc
74,CNN,CNN,2017-12-01 05:17:36+00:00,0.0,0.889,0.111,-0.25,The mayor of London slammed Donald Trump today for retweeting anti-Muslim propaganda from a British far-right party… https://t.co/zFMrbPVsa5
73,CNN,CNN,2017-12-01 05:27:02+00:00,0.0,1.0,0.0,0.0,General Motors is planning to roll out self-driving cars at mass market scale by the end of 2019… https://t.co/zSTPIosucg
72,CNN,CNN,2017-12-01 05:29:16+00:00,0.119,0.714,0.167,-0.25,RT @CNNTonight: Michigan Democratic candidate takes on sexual harassment with a campaign ad like you've never seen https://t.co/MZv98WjtSh
71,CNN,CNN,2017-12-01 05:36:47+00:00,0.0,0.884,0.116,-0.2732,Secretary of State Rex Tillerson: China needs to cut off more oil to North Korea https://t.co/oOc5efJbZr https://t.co/NUXDHSSh6w
70,CNN,CNN,2017-12-01 05:49:50+00:00,0.0,0.693,0.307,-0.7964,"Vice Media fired three employees amid a probe into sexual harassment and improper workplace conduct, according to a… https://t.co/yfZ2OXl5yt"
69,CNN,CNN,2017-12-01 05:59:43+00:00,0.153,0.744,0.102,0.2732,"The rescue operation to find a missing Argentine submarine has now changed to a search mission, navy spokesman says… https://t.co/bAbsOT338K"
68,CNN,CNN,2017-12-01 06:13:32+00:00,0.0,1.0,0.0,0.0,Australia just switched on the world's biggest battery https://t.co/U8w4HpiNwa https://t.co/CRTe0FFwDA
67,CNN,CNN,2017-12-01 06:26:51+00:00,0.0,1.0,0.0,0.0,"Chinese actress Liu Yifei, also known as Crystal Liu, has scored the title role in the live-action version of Disne… https://t.co/rbulB1d47J"
66,CNN,CNN,2017-12-01 06:41:28+00:00,0.0,1.0,0.0,0.0,"Footage shows North Korea's Hwasong-15 missile launch earlier this week. ""There are not a lot of countries who coul… https://t.co/2Fe9VKuv81"
65,CNN,CNN,2017-12-01 06:51:24+00:00,0.113,0.792,0.096,0.1027,"Republican leaders race to find support for their tax bill just hours ahead of a critical vote, harkening back to t… https://t.co/gtmMqh3p4J"
64,CNN,CNN,2017-12-01 07:00:12+00:00,0.0,1.0,0.0,0.0,"Following a CNN investigation, the Puerto Rican government has added three deaths to the official toll from Hurrica… https://t.co/WrFvP5t6tU"
63,CNN,CNN,2017-12-01 07:15:36+00:00,0.136,0.864,0.0,0.2235,Here's why an oil embargo won't stop North Korea https://t.co/eZ76FiaKZO (via @CNNOpinion) https://t.co/RmpPij3hH0
62,CNN,CNN,2017-12-01 07:29:26+00:00,0.0,0.72,0.28,-0.765,A Texas fugitive accused of killing his girlfriend has been captured after more than 10 years on the run… https://t.co/9FhknkOmGz
61,CNN,CNN,2017-12-01 07:39:45+00:00,0.133,0.867,0.0,0.3818,"Following a Twitter spat, Jimmy Kimmel responds to Roy Moore: ""I accept the invitation. I will come down there""… https://t.co/ffrtbgZOPs"
60,CNN,CNN,2017-12-01 07:50:04+00:00,0.0,1.0,0.0,0.0,President Trump will donate his third-quarter salary to the Department of Health and Human Services' efforts to com… https://t.co/hUg0w83sly
59,CNN,CNN,2017-12-01 08:15:12+00:00,0.105,0.795,0.1,0.0258,"The guy who took down President Trump's Twitter account says it was ""a mistake"" and that he actually admires Trump'… https://t.co/L5tG9C6sxU"
58,CNN,CNN,2017-12-01 08:30:12+00:00,0.112,0.706,0.182,-0.2263,Barnes &amp; Noble says sales fell 8% and losses soared this year. The reason: There was no new Harry Potter installmen… https://t.co/r1Z7GUwcoG
57,CNN,CNN,2017-12-01 08:45:37+00:00,0.0,1.0,0.0,0.0,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/9pus9flMMY
56,CNN,CNN,2017-12-01 09:00:13+00:00,0.0,1.0,0.0,0.0,"Japan's Emperor Akihito will stand down on April 30, 2019, becoming the first Japanese monarch to abdicate his post… https://t.co/pZhZcqKwat"
55,CNN,CNN,2017-12-01 09:08:30+00:00,0.124,0.876,0.0,0.34,Security personnel take position at a training school in northern Pakistan after Taliban militants stormed it on Fr… https://t.co/lkvhtNUqzr
54,CNN,CNN,2017-12-01 09:13:03+00:00,0.0,1.0,0.0,0.0,What you need to know about Friday's #WorldCupDraw https://t.co/GAr64voNzY via @CNNsport https://t.co/eiODjrBGvh
53,CNN,CNN,2017-12-01 09:21:46+00:00,0.0,1.0,0.0,0.0,"Footage shows North Korea's Hwasong-15 missile launch earlier this week. ""There are not a lot of countries who coul… https://t.co/DOJaX3RGYz"
52,CNN,CNN,2017-12-01 09:32:04+00:00,0.072,0.773,0.155,-0.4019,"The Saudi Royal Air Force intercepted and destroyed a ballistic missile launched from Yemen on Thursday, the Saudi… https://t.co/QBuX2gjSNa"
51,CNN,CNN,2017-12-01 09:44:06+00:00,0.0,1.0,0.0,0.0,The one and only visible supermoon of 2017 will be observable to the entire world on December 3. Here's how to see… https://t.co/FzNMWdVb4Y
50,CNN,CNN,2017-12-01 09:55:07+00:00,0.225,0.539,0.235,-0.296,"The United Nations urges Libya to take ""urgent action"" over human slavery https://t.co/DyEaCa1GV9 https://t.co/j079owyHi9"
49,CNN,CNN,2017-12-01 10:00:18+00:00,0.0,1.0,0.0,0.0,"American Airlines is making employees undergo anti-racism training after the NAACP issued a ""travel advisory"" for t… https://t.co/Ky4DpMaY7d"
48,CNN,CNN,2017-12-01 10:14:36+00:00,0.31,0.69,0.0,0.7964,"Twitter on why it didn't delete anti-Muslim tweets: ""To help ensure people have an opportunity to see every side of… https://t.co/P7DwJDAnbn"
