TweetsAgo,Target,User,Date,Positive,Neutral,Negative,Compound,Text
47,CNN,CNN,2017-12-01 10:28:36+00:00,0.0,0.918,0.082,-0.1779,The White House is seriously considering recognizing Jerusalem as the capital of Israel before the end of the year… https://t.co/vJztY3UabN
46,CNN,CNN,2017-12-01 10:35:41+00:00,0.0,1.0,0.0,0.0,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/znOL1gZyAP
45,CNN,CNN,2017-12-01 10:49:48+00:00,0.0,1.0,0.0,0.0,25 of India's most luxurious hotels https://t.co/HtpXQvekEH https://t.co/ipkfP4TRci
44,CNN,CNN,2017-12-01 11:04:01+00:00,0.0,0.47,0.53,-0.9246,A war with North Korea would be hell and millions could die | @CNNOpinion https://t.co/BE9yq2rR8C https://t.co/qwZlBOiAjY
43,CNN,CNN,2017-12-01 11:15:01+00:00,0.0,0.891,0.109,-0.296,"The UK Prime Minister's de facto deputy has been accused of having ""thousands"" of thumbnail pornographic images on… https://t.co/3hEiojfDiS"
42,CNN,CNN,2017-12-01 11:29:49+00:00,0.248,0.752,0.0,0.6808,A hoard of fossilized pterosaur eggs discovered in China is helping scientists gain rare insight into the extinct f… https://t.co/drdij7SMfq
41,CNN,CNN,2017-12-01 11:43:20+00:00,0.0,1.0,0.0,0.0,"Chinese actress Liu Yifei, also known as Crystal Liu, has scored the title role in the live-action version of Disne… https://t.co/o4zhqmZSB3"
40,CNN,CNN,2017-12-01 11:54:21+00:00,0.0,1.0,0.0,0.0,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/DzQol6U3CM
39,CNN,CNN,2017-12-01 12:01:42+00:00,0.0,0.909,0.091,-0.2732,"""Many girls are told to drop out of school and go get married."" Life as a young woman with HIV in Uganda:… https://t.co/ckH0SpbDcD"
38,CNN,CNN,2017-12-01 12:09:43+00:00,0.0,0.862,0.138,-0.1531,Masculinity in the Middle East: Confronting stereotypes through photography https://t.co/cDYZbRbI9d https://t.co/BenC3soKT1
37,CNN,CNN,2017-12-01 12:21:27+00:00,0.0,0.921,0.079,-0.2023,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/vExXRhma6T"
36,CNN,CNN,2017-12-01 12:29:31+00:00,0.247,0.753,0.0,0.7096,Could brands save millions and help preserve the environment just by slightly changing their logos to use less ink?… https://t.co/dxkAPIUf6R
35,CNN,CNN,2017-12-01 12:44:41+00:00,0.356,0.644,0.0,0.8074,"Thanks to the giant advertisement that is ""Star Wars,"" Ireland's ruggedly beautiful Skellig Islands are feeling the… https://t.co/egF5H05bIP"
34,CNN,CNN,2017-12-01 12:55:54+00:00,0.0,1.0,0.0,0.0,"American Airlines is making employees undergo anti-racism training after the NAACP issued a ""travel advisory"" for t… https://t.co/4mhtwqYWha"
33,CNN,CNN,2017-12-01 13:38:30+00:00,0.175,0.825,0.0,0.1779,Police officer adopts homeless mother's opioid-addicted newborn https://t.co/JmARTqRf8D https://t.co/xPO5Q9qudU
32,CNN,CNN,2017-12-01 13:53:42+00:00,0.104,0.896,0.0,0.2732,"""The presence of God today is also called Rohingya"": Pope Francis referred to the Rohingya people, Myanmar's persec… https://t.co/SrwjKL2dKQ"
31,CNN,CNN,2017-12-01 14:19:31+00:00,0.0,0.859,0.141,-0.2023,BREAKING: Michael Flynn charged with making false statement to FBI https://t.co/nwAMpHZanh https://t.co/qo1Zv2TrrU
30,CNN,CNN,2017-12-01 14:20:53+00:00,0.0,1.0,0.0,0.0,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/ol4As0kyiB
29,CNN,CNN,2017-12-01 14:34:13+00:00,0.244,0.67,0.086,0.5106,"Special counsel Robert Mueller has charged former Trump national security adviser Michael Flynn with ""willfully and… https://t.co/4ZNqaBeZWt"
28,CNN,CNN,2017-12-01 14:39:15+00:00,0.0,0.921,0.079,-0.2023,Flynn is the first Trump admin official and the fourth connected to the campaign to be charged as part of Mueller's… https://t.co/acVUJbK1oC
27,CNN,CNN,2017-12-01 14:43:04+00:00,0.0,1.0,0.0,0.0,"Michael Flynn is due to appear in court later Friday morning, a court spokesperson said. The White House declined t… https://t.co/Pf0I0eI5N6"
26,CNN,CNN,2017-12-01 14:46:26+00:00,0.0,0.872,0.128,-0.4215,"JUST IN: Michael Flynn is expected to plead guilty to the charge of ""willfully and knowingly"" making ""false, fictit… https://t.co/F9m0YxWXsK"
25,CNN,CNN,2017-12-01 15:04:06+00:00,0.0,1.0,0.0,0.0,Here's what you need to know about Michael Flynn: https://t.co/wwHiOiSaPx https://t.co/NQDO8oQmUJ
24,CNN,CNN,2017-12-01 15:05:05+00:00,0.0,1.0,0.0,0.0,Flynn was a key campaign surrogate and adviser during Trump's presidential campaign. He was tapped as Trump's natio… https://t.co/5WxM5D6rSN
23,CNN,CNN,2017-12-01 15:08:56+00:00,0.156,0.844,0.0,0.34,Here's a look back at Michael Flynn's short stint as Trump's security adviser https://t.co/iBogd873XV https://t.co/GYfHlvtcZ1
22,CNN,CNN,2017-12-01 15:25:45+00:00,0.0,1.0,0.0,0.0,JUST IN: Michael Flynn arrives at the US District Courthouse in Washington. His hearing is scheduled for 10:30 a.m.… https://t.co/S7PusClOvF
21,CNN,CNN,2017-12-01 15:26:11+00:00,0.0,1.0,0.0,0.0,The updated docket describes this court proceeding as a “plea agreement” hearing. Flynn is expected to plead guilty… https://t.co/k0C0BuBHSv
20,CNN,CNN,2017-12-01 11:54:21+00:00,0.0,1.0,0.0,0.0,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/DzQol6U3CM
19,CNN,CNN,2017-12-01 12:01:42+00:00,0.0,0.909,0.091,-0.2732,"""Many girls are told to drop out of school and go get married."" Life as a young woman with HIV in Uganda:… https://t.co/ckH0SpbDcD"
18,CNN,CNN,2017-12-01 12:09:43+00:00,0.0,0.862,0.138,-0.1531,Masculinity in the Middle East: Confronting stereotypes through photography https://t.co/cDYZbRbI9d https://t.co/BenC3soKT1
17,CNN,CNN,2017-12-01 12:21:27+00:00,0.0,0.921,0.079,-0.2023,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/vExXRhma6T"
16,CNN,CNN,2017-12-01 12:29:31+00:00,0.247,0.753,0.0,0.7096,Could brands save millions and help preserve the environment just by slightly changing their logos to use less ink?… https://t.co/dxkAPIUf6R
15,CNN,CNN,2017-12-01 12:44:41+00:00,0.356,0.644,0.0,0.8074,"Thanks to the giant advertisement that is ""Star Wars,"" Ireland's ruggedly beautiful Skellig Islands are feeling the… https://t.co/egF5H05bIP"
14,CNN,CNN,2017-12-01 12:55:54+00:00,0.0,1.0,0.0,0.0,"American Airlines is making employees undergo anti-racism training after the NAACP issued a ""travel advisory"" for t… https://t.co/4mhtwqYWha"
13,CNN,CNN,2017-12-01 13:38:30+00:00,0.175,0.825,0.0,0.1779,Police officer adopts homeless mother's opioid-addicted newborn https://t.co/JmARTqRf8D https://t.co/xPO5Q9qudU
12,CNN,CNN,2017-12-01 13:53:42+00:00,0.104,0.896,0.0,0.2732,"""The presence of God today is also called Rohingya"": Pope Francis referred to the Rohingya people, Myanmar's persec… https://t.co/SrwjKL2dKQ"
11,CNN,CNN,2017-12-01 14:19:31+00:00,0.0,0.859,0.141,-0.2023,BREAKING: Michael Flynn charged with making false statement to FBI https://t.co/nwAMpHZanh https://t.co/qo1Zv2TrrU
10,CNN,CNN,2017-12-01 14:20:53+00:00,0.0,1.0,0.0,0.0,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/ol4As0kyiB
9,CNN,CNN,2017-12-01 14:34:13+00:00,0.244,0.67,0.086,0.5106,"Special counsel Robert Mueller has charged former Trump national security adviser Michael Flynn with ""willfully and… https://t.co/4ZNqaBeZWt"
8,CNN,CNN,2017-12-01 14:39:15+00:00,0.0,0.921,0.079,-0.2023,Flynn is the first Trump admin official and the fourth connected to the campaign to be charged as part of Mueller's… https://t.co/acVUJbK1oC
7,CNN,CNN,2017-12-01 14:43:04+00:00,0.0,1.0,0.0,0.0,"Michael Flynn is due to appear in court later Friday morning, a court spokesperson said. The White House declined t… https://t.co/Pf0I0eI5N6"
6,CNN,CNN,2017-12-01 14:46:26+00:00,0.0,0.872,0.128,-0.4215,"JUST IN: Michael Flynn is expected to plead guilty to the charge of ""willfully and knowingly"" making ""false, fictit… https://t.co/F9m0YxWXsK"
5,CNN,CNN,2017-12-01 15:04:06+00:00,0.0,1.0,0.0,0.0,Here's what you need to know about Michael Flynn: https://t.co/wwHiOiSaPx https://t.co/NQDO8oQmUJ
4,CNN,CNN,2017-12-01 15:05:05+00:00,0.0,1.0,0.0,0.0,Flynn was a key campaign surrogate and adviser during Trump's presidential campaign. He was tapped as Trump's natio… https://t.co/5WxM5D6rSN
3,CNN,CNN,2017-12-01 15:08:56+00:00,0.156,0.844,0.0,0.34,Here's a look back at Michael Flynn's short stint as Trump's security adviser https://t.co/iBogd873XV https://t.co/GYfHlvtcZ1
2,CNN,CNN,2017-12-01 15:25:45+00:00,0.0,1.0,0.0,0.0,JUST IN: Michael Flynn arrives at the US District Courthouse in Washington. His hearing is scheduled for 10:30 a.m.… https://t.co/S7PusClOvF
1,CNN,CNN,2017-12-01 15:26:11+00:00,0.0,1.0,0.0,0.0,The updated docket describes this court proceeding as a “plea agreement” hearing. Flynn is expected to plead guilty… https://t.co/k0C0BuBHSv
100,FoxNews,Fox News,2017-12-01 04:08:43+00:00,0.075,0.704,0.221,-0.6249,"Moments ago, @realDonaldTrump tweeted out his thoughts on the verdict of the Kate Steinle murder trial.… https://t.co/jnHLHUEZIi"
99,FoxNews,Fox News,2017-12-01 04:25:02+00:00,0.0,1.0,0.0,0.0,"OPINION: The DOW hits a new high, for the 63rd time under @POTUS. Here’s what it means for you https://t.co/XdfCOlMDxV"
98,FoxNews,Fox News,2017-12-01 04:32:13+00:00,0.164,0.836,0.0,0.4464,".@DavidWohl on the not guilty Kate Steinle verdict: ""Look at what the evidence was. I mean, this is a guy who was d… https://t.co/enaAgw5Y85"
97,FoxNews,Fox News,2017-12-01 04:45:33+00:00,0.248,0.607,0.146,0.1361,".@benshapiro on the not guilty Kate Steinle verdict: ""The basic notion that an illegal immigrant can commit crimes… https://t.co/hfSPqTcw99"
96,FoxNews,Fox News,2017-12-01 04:58:07+00:00,0.07,0.529,0.401,-0.8176,".@realDonaldTrump calls Kate Steinle verdict 'disgraceful,' says 'no wonder' people are 'angry with illegal immigra… https://t.co/KEvEYNoj3r"
95,FoxNews,Fox News,2017-12-01 05:00:00+00:00,0.0,0.765,0.235,-0.6486,"New York City model, 26, found dead with throat slit in Jamaica, report says https://t.co/XXCtlEWKIO"
94,FoxNews,Fox News,2017-12-01 05:30:00+00:00,0.0,1.0,0.0,0.0,Donald and Melania Trump light National Christmas tree https://t.co/hpr3Oue1ac
93,FoxNews,Fox News,2017-12-01 06:00:02+00:00,0.0,0.526,0.474,-0.7351,Florida man stops during police chase to shoot up heroin https://t.co/hLSuVUOzQE
92,FoxNews,Fox News,2017-12-01 06:30:00+00:00,0.0,1.0,0.0,0.0,Satellite photos show North Korea apparently prepping to reuse launch site https://t.co/IjBzZmx4PC
91,FoxNews,Fox News,2017-12-01 06:45:00+00:00,0.095,0.633,0.272,-0.5187,".@holliesmckay: ISIS leader Baghdadi hiding near Iraq-Syria border, alive but injured, Iraqi military says https://t.co/kMXhuauWKu"
90,FoxNews,Fox News,2017-12-01 07:00:02+00:00,0.123,0.679,0.198,-0.0516,OPINION: @NFL owners appear poised to pay nearly $100 million bribe for nothing https://t.co/svcic1O5Rk
89,FoxNews,Fox News,2017-12-01 07:30:01+00:00,0.0,1.0,0.0,0.0,.@SenTomCotton: Ending Chain Migration a Necessary Part of Any DACA Deal https://t.co/AdEzjGni2b
88,FoxNews,Fox News,2017-12-01 07:40:33+00:00,0.073,0.927,0.0,0.0258,"North Korea's latest ICBM has potential to reach Washington, Seoul says https://t.co/u9y8d6qybW via @RyanGaydos https://t.co/DQKqAYhN3R"
87,FoxNews,Fox News,2017-12-01 08:00:01+00:00,0.227,0.541,0.232,-0.0258,Jim Nabors dead; star best known as Gomer Pyle was 87 https://t.co/ToMb7drxhc
86,FoxNews,Fox News,2017-12-01 08:18:59+00:00,0.0,0.714,0.286,-0.8225,Cop taunts would-be killer with lube on way to prison: 'You are going to need a lot of this' https://t.co/YUrDGh27Y0 via @gregg_re
85,FoxNews,Fox News,2017-12-01 08:30:01+00:00,0.0,1.0,0.0,0.0,.@Forever21 sued by former employee for $2 million after hidden bathroom video hits porn sites https://t.co/WSIuO4pA1q
84,FoxNews,Fox News,2017-12-01 09:00:07+00:00,0.0,0.839,0.161,-0.2315,"OPINION - @ChrisStirewalt: With @RepJohnConyers almost gone, pressure mounts on @SenFranken https://t.co/3a6e8CQ190"
83,FoxNews,Fox News,2017-12-01 09:03:57+00:00,0.0,0.811,0.189,-0.5423,Democrats turning on John Conyers as his accuser details harassment on NBC https://t.co/eXeZiKusah via @HowardKurtz @MediaBuzzFNC
82,FoxNews,Fox News,2017-12-01 09:30:01+00:00,0.0,0.829,0.171,-0.4767,"Teacher, 23, arrested for 'parking lot sex' with teen boy student she met at @ChickfilA https://t.co/B5BFb5OxiM"
81,FoxNews,Fox News,2017-12-01 09:39:46+00:00,0.125,0.875,0.0,0.25,Six officers acquitted in Freddie Gray case now back at work https://t.co/pKjdPboHgU via @PaulinaDedaj https://t.co/Tyh8s9RH5W
80,FoxNews,Fox News,2017-12-01 10:00:04+00:00,0.0,1.0,0.0,0.0,Dog shoots hunter after another hunter leaves shotgun on ground https://t.co/oRr1C6bphv
79,FoxNews,Fox News,2017-12-01 10:17:45+00:00,0.0,1.0,0.0,0.0,The @USCapitol is seen at dawn on November 30. https://t.co/aVk37uGY8o
78,FoxNews,Fox News,2017-12-01 10:30:01+00:00,0.163,0.65,0.187,-0.0772,Some restaurants steadfast in @NFL boycott over anthem kneelers https://t.co/5VD5eQ1Dla
77,FoxNews,Fox News,2017-12-01 10:35:03+00:00,0.0,0.909,0.091,-0.296,Daniel Geltrude on tax reform: “The main issue here is how much these tax cuts are going to add to our deficit.”… https://t.co/6W0KHsubDU
76,FoxNews,Fox News,2017-12-01 10:40:01+00:00,0.0,0.606,0.394,-0.7579,.@POTUS Donates Q3 Salary to HHS to Combat the Opioid Crisis https://t.co/wui7mGpNAp
75,FoxNews,Fox News,2017-12-01 10:45:00+00:00,0.0,0.804,0.196,-0.296,Missouri couple accused of putting infant son in microwave https://t.co/4YiuuQhbvd
74,FoxNews,Fox News,2017-12-01 10:50:00+00:00,0.0,1.0,0.0,0.0,LOOK: @POTUS and @FLOTUS participate in the National Christmas Tree lighting. https://t.co/qak2MYkn9U https://t.co/xoN5gNelkz
73,FoxNews,Fox News,2017-12-01 10:55:02+00:00,0.0,1.0,0.0,0.0,.@JaniceDean: “Some of the coldest air of the season is on its way.” @FoxFriendsFirst https://t.co/rsCUuMuyCy
72,FoxNews,Fox News,2017-12-01 10:57:23+00:00,0.0,0.921,0.079,-0.2263,Darrin Porcher on #NFL anthem protests: “I think that they need to take a page out of the NBA’s playbook and make t… https://t.co/ciwsBHZX44
71,FoxNews,Fox News,2017-12-01 11:00:02+00:00,0.0,0.606,0.394,-0.7579,.@POTUS Donates Q3 Salary to HHS to Combat the Opioid Crisis https://t.co/CyhelLe3YM
70,FoxNews,Fox News,2017-12-01 11:02:55+00:00,0.0,1.0,0.0,0.0,Darrin Porcher: “The leadership in the #NFL needs to take a stand and set a precedence moving forward.”… https://t.co/HwhvQNEw81
69,FoxNews,Fox News,2017-12-01 11:08:05+00:00,0.0,1.0,0.0,0.0,.@SteveDaines: “I’m planning to vote ‘yes’ today on the tax bill. This is a historic moment for our nation.”… https://t.co/1KRmFdGLgs
68,FoxNews,Fox News,2017-12-01 11:10:39+00:00,0.0,1.0,0.0,0.0,.@SteveDaines: “This tax plan is going to put more dollars directly in the pockets of hardworking Americans through… https://t.co/miCMkgMsu1
67,FoxNews,Fox News,2017-12-01 11:12:47+00:00,0.0,1.0,0.0,0.0,Doctors taken aback by unconscious patient's 'do not resuscitate' tattoo https://t.co/06KniuAQ1M
66,FoxNews,Fox News,2017-12-01 11:22:22+00:00,0.0,1.0,0.0,0.0,How to watch the supermoon https://t.co/bAhJpbVN6L
65,FoxNews,Fox News,2017-12-01 11:30:01+00:00,0.0,1.0,0.0,0.0,"Japan emperor to abdicate on April 30, 2019 https://t.co/ixBZCWl6W4"
64,FoxNews,Fox News,2017-12-01 11:35:01+00:00,0.094,0.688,0.219,-0.4588,"Matt Lauer's ex-wife comes to his defense, 'shocked' by sexual harassment allegations https://t.co/FKFfvHav1x"
63,FoxNews,Fox News,2017-12-01 11:37:43+00:00,0.139,0.541,0.321,-0.7506,Laura Wilkerson: “I just sickened by the verdict. It just seems like such a travesty and such a mockery of the just… https://t.co/Dv3M1bB3H7
62,FoxNews,Fox News,2017-12-01 11:40:00+00:00,0.0,0.72,0.28,-0.5423,"Explosion at Japanese chemical plants kills one, injures 11 https://t.co/joCiHtc6Vi"
61,FoxNews,Fox News,2017-12-01 11:42:29+00:00,0.0,0.867,0.133,-0.3182,Laura Wilkerson: “The Kate Steinle family will forever be changed because they’ve lost their daughter.”… https://t.co/KZqyklbJXQ
60,FoxNews,Fox News,2017-12-01 11:56:04+00:00,0.0,1.0,0.0,0.0,"Kimmel, Moore have heated exchange on Twitter https://t.co/WjzIyrjUwD"
59,FoxNews,Fox News,2017-12-01 12:00:01+00:00,0.0,1.0,0.0,0.0,The @USCapitol is seen at dawn on November 30. https://t.co/HzHpIURlxk
58,FoxNews,Fox News,2017-12-01 12:05:00+00:00,0.0,1.0,0.0,0.0,.@POTUS and @FLOTUS participated in the lighting of the National Christmas Tree on Thursday evening.… https://t.co/SXHZzxau4r
57,FoxNews,Fox News,2017-12-01 12:19:00+00:00,0.07,0.529,0.401,-0.8176,"Trump calls Kate Steinle verdict 'disgraceful,' says 'no wonder' people are 'angry with illegal immigration'
https://t.co/ybP7egZIse"
56,FoxNews,Fox News,2017-12-01 12:21:20+00:00,0.103,0.532,0.365,-0.7106,"DOJ weighing federal charges in Kate Steinle murder case, after not guilty verdict - via @JakeBGibson
https://t.co/KyZ5GUeA1X"
55,FoxNews,Fox News,2017-12-01 12:26:26+00:00,0.0,1.0,0.0,0.0,"FBI account of Clinton-Lynch tarmac meeting released by watchdog group
https://t.co/YrGAFvCUQI"
54,FoxNews,Fox News,2017-12-01 12:28:15+00:00,0.0,0.694,0.306,-0.296,".@KevinJacksonTBS: ""Kaepernick is no Ali."" https://t.co/QUXry0QCUB"
53,FoxNews,Fox News,2017-12-01 12:40:53+00:00,0.0,0.691,0.309,-0.8225,Cop taunts would-be killer with lube on way to prison: 'You are going to need a lot of this' https://t.co/4Ie0Me0gUq
52,FoxNews,Fox News,2017-12-01 12:42:30+00:00,0.0,1.0,0.0,0.0,".@FBI probe of ""Antifa ideology"" underway. https://t.co/yv2I1zPEYF"
51,FoxNews,Fox News,2017-12-01 12:47:17+00:00,0.11,0.89,0.0,0.1531,"Trump calls Kate Steinle verdict a ‘travesty of justice,’ demands border wall- via @brookefoxnews
https://t.co/YXfY5XqTnq"
50,FoxNews,Fox News,2017-12-01 12:47:19+00:00,0.099,0.639,0.262,-0.5875,"Moments ago, President @realDonaldTrump once more slammed the not guilty verdict in the Kate Steinle murder trial.… https://t.co/U1uVMI0tim"
49,FoxNews,Fox News,2017-12-01 12:47:57+00:00,0.0,0.769,0.231,-0.2732,.@TheJusticeDept considering federal charges for Zarate. https://t.co/Z8Eeg8F5j8 https://t.co/v8NElBb3aw
48,FoxNews,Fox News,2017-12-01 12:50:29+00:00,0.0,0.825,0.175,-0.5267,".@whignewtons: ""These people should be deported. These are criminal aliens who are then returned intentionally into… https://t.co/C5Wtm6WwxP"
47,FoxNews,Fox News,2017-12-01 13:08:21+00:00,0.098,0.794,0.107,-0.0516,".@KellyannePolls: ""@POTUS... has remained committed to not just the memories of Kate and all the other victims but… https://t.co/FPT4X1xRQh"
46,FoxNews,Fox News,2017-12-01 13:10:06+00:00,0.0,0.718,0.282,-0.7096,".@KellyannePolls: ""The No Sanctuary for Criminals Act basically tells our major sanctuary cities, 'You're not getti… https://t.co/E5tZflenbk"
45,FoxNews,Fox News,2017-12-01 13:13:48+00:00,0.0,0.828,0.172,-0.4019,".@SarahFloresDOJ: ""We will prosecute this to the fullest extent available in the law."" https://t.co/EDnx4XHklo"
44,FoxNews,Fox News,2017-12-01 13:17:04+00:00,0.0,0.844,0.156,-0.5423,"Laura Wilkerson: ""I was just sickened by the verdict... I believe that the jury should've heard that he had 7 felon… https://t.co/w6lzkRwfP0"
43,FoxNews,Fox News,2017-12-01 13:18:08+00:00,0.0,0.69,0.31,-0.8442,"Laura Wilkerson, a Texas mother whose son was killed by an illegal immigrant, had a simple question for those who r… https://t.co/KiFg7ntl4a"
42,FoxNews,Fox News,2017-12-01 13:26:17+00:00,0.0,1.0,0.0,0.0,Dem Rep. Gutierrez testing waters for potential 2020 presidential run https://t.co/3cnl2ktwZN
41,FoxNews,Fox News,2017-12-01 13:29:37+00:00,0.172,0.828,0.0,0.4019,".@dbongino: ""It's been widely reported that [#KateSteinle's] last words were, 'Help me, Dad.'"" https://t.co/VM5mSe161K"
40,FoxNews,Fox News,2017-12-01 13:38:04+00:00,0.067,0.862,0.071,-0.0258,"""@POTUS... has remained committed to not just the memories of Kate and all the other victims but those Angel Moms a… https://t.co/TBfMnlndOR"
39,FoxNews,Fox News,2017-12-01 13:46:38+00:00,0.275,0.583,0.142,0.3818,'Do Not Resuscitate' tattoo causes ER ethical dilemma https://t.co/yFZJ0poD6Y
38,FoxNews,Fox News,2017-12-01 14:06:01+00:00,0.0,1.0,0.0,0.0,Matt Lauer to Sandra Bullock in 2009 interview: 'I have seen you naked' https://t.co/7X1rOPWja3
37,FoxNews,Fox News,2017-12-01 14:11:56+00:00,0.112,0.818,0.07,0.2235,"Thomas Homan, Acting Director of @ICEgov, gave a statement in the wake of the not guilty verdict in the… https://t.co/1tiztPfuad"
36,FoxNews,Fox News,2017-12-01 14:13:22+00:00,0.0,1.0,0.0,0.0,".@SeanHannity: “For almost a decade, those same people you see bashing this tax reduction, this tax reform, are the… https://t.co/VbbTzxvf77"
35,FoxNews,Fox News,2017-12-01 14:18:34+00:00,0.0,0.878,0.122,-0.2023,BREAKING NEWS: @GenFlynn to be charged with making false statements to the @FBI. https://t.co/6vjzDKIng7
34,FoxNews,Fox News,2017-12-01 14:25:03+00:00,0.235,0.609,0.157,0.2263,"Michael Flynn charged in special counsel's Russia investigation
https://t.co/WCJsgJnacW"
33,FoxNews,Fox News,2017-12-01 14:35:53+00:00,0.0,0.563,0.437,-0.7351,.@AP: @GenFlynn to plead guilty to lying to @FBI. https://t.co/93PX0Pr3qF
32,FoxNews,Fox News,2017-12-01 14:49:39+00:00,0.0,0.635,0.365,-0.5574,"Michael Flynn charged in Russia investigation, guilty plea expected https://t.co/p0SmXpxgKy"
31,FoxNews,Fox News,2017-12-01 14:51:42+00:00,0.148,0.852,0.0,0.3818,.@SandraSmithFox: @WhiteHouse: Referring all inquiries about and reactions to GenFlynn to @POTUS's attorney Ty Cobb. https://t.co/hZqEZBS6qR
30,FoxNews,Fox News,2017-12-01 14:55:32+00:00,0.0,0.64,0.36,-0.7351,.@AP: @GenFlynn to plead guilty to lying to @FBI; @JudgeNap discusses. https://t.co/NFWXz5Idvw https://t.co/kmKH4iIvwA
29,FoxNews,Fox News,2017-12-01 14:59:06+00:00,0.0,1.0,0.0,0.0,".@JudgeNap: ""What did @GenFlynn through his lawyers give to Bob Mueller through his FBI agents to induce Mueller to… https://t.co/bqMe4LcdWK"
28,FoxNews,Fox News,2017-12-01 15:02:04+00:00,0.0,0.659,0.341,-0.7351,.@AP: @GenFlynn to plead guilty to lying to @FBI; Catherine Herridge discusses. https://t.co/NFWXz5qC6W https://t.co/oFHqCDd4wH
27,FoxNews,Fox News,2017-12-01 15:04:52+00:00,0.0,0.885,0.115,-0.296,".@mschlapp: ""This is about @GenFlynn lying about conversations while overseas with a Russian official but it has no… https://t.co/7Hs307918H"
26,FoxNews,Fox News,2017-12-01 15:06:23+00:00,0.0,1.0,0.0,0.0,".@mschlapp: ""The Obama Administration was surveilling team Trump and unmasking in hundreds of occasions."" https://t.co/znChAUGIGI"
25,FoxNews,Fox News,2017-12-01 15:10:19+00:00,0.0,1.0,0.0,0.0,".@KatiePavlich: ""The closest we get to Russia with the Flynn information that we have is that he had conversations… https://t.co/UBSj7cEvCt"
24,FoxNews,Fox News,2017-12-01 15:15:31+00:00,0.0,0.769,0.231,-0.2732,SOON: @WhiteHouse statement on Michael Flynn charges. https://t.co/ovm8GZgezr
23,FoxNews,Fox News,2017-12-01 15:21:22+00:00,0.0,0.754,0.246,-0.7351,"Moments ago, @KatiePavlich gave her take on the breaking news that Michael Flynn will plead guilty to lying to the… https://t.co/6fRPPuKicE"
22,FoxNews,Fox News,2017-12-01 15:23:53+00:00,0.0,1.0,0.0,0.0,Happening Now: Michael Flynn arrives at courthouse. https://t.co/NFWXz5Idvw https://t.co/EZnQ7wNGzp
21,FoxNews,Fox News,2017-12-01 15:35:19+00:00,0.0,1.0,0.0,0.0,'Tis the season to be jolly...Fa-la-la-la-la la-la-la-la!🎄Here's a look at Christmas trees around the world. https://t.co/K35puQDRmI
